pos1.x,pos1.y,pos1.z,vel1.x,vel1.y,vel1.z,rot1.x,rot1.y,rot1.z,pos2.x,pos2.y,pos2.z,vel2.x,vel2.y,vel2.z,rot2.x,rot2.y,rot2.z,pos3.x,pos3.y,pos3.z,vel3.x,vel3.y,vel3.z,rot3.x,rot3.y,rot3.z
0.02027902,1.650932,0.09255048,0.0060561,-0.0093399,0.0042436,12.24997,12.24997,12.24997,-0.1824562,0.8276607,0.1598912,0.07267722,0.02854532,0.04534908,80.4856,80.4856,80.4856,0.2507737,0.8620993,-0.05003312,-0.007595409,-0.01408394,0.004247066,70.75262,70.75262,70.75262
0.02088463,1.649998,0.09297485,-0.006295,-0.00313,0.0032311,12.90425,12.90425,12.90425,-0.1675804,0.8568786,0.1828021,0.07400391,0.2513376,0.1954194,86.3632,86.3632,86.3632,0.2526594,0.8534826,-0.05290705,0.002493321,-0.07186777,-0.04269164,79.63818,79.63818,79.63818
0.02025513,1.649685,0.09329797,0.0004985,0.00399,-0.002457,12.89234,12.89234,12.89234,-0.1776342,0.9529859,0.2916891,-0.03818282,0.7002792,0.7687033,69.7655,69.7655,69.7655,0.249793,0.8520256,-0.06082053,-0.02303416,-0.01021213,-0.07692646,84.95531,84.95531,84.95531
0.02030499,1.650084,0.09305226,-0.0020827,-0.00208,0.0016788,12.62315,12.62315,12.62315,-0.1926093,1.231157,0.4704336,-0.09458961,1.937159,1.208258,21.2821,21.2821,21.2821,0.3555626,0.9442847,-0.06108329,0.7464164,0.7084628,-0.01357534,63.22608,63.22608,63.22608
0.02009672,1.649876,0.09322014,0.0030486,-0.0024299,0.0007627,12.82944,12.82944,12.82944,-0.2429801,1.57218,0.5004455,-0.3685148,2.820702,0.5919539,315.5102,315.5102,315.5102,0.4984199,1.24785,-0.1206561,0.9513279,2.098645,-0.3353943,356.6421,356.6421,356.6421
0.02040158,1.649633,0.09329642,-0.0015153,-0.0056899,0.0036424,12.90004,12.90004,12.90004,-0.3237591,1.833553,0.3665572,-0.5778719,2.374408,-0.6049481,307.2534,307.2534,307.2534,0.3882751,1.628872,-0.1751176,-0.3957993,2.83047,-0.4663496,295.7047,295.7047,295.7047
0.02025004,1.649064,0.09366067,-0.0160971,0.0016899,0.0023568,13.33778,13.33778,13.33778,-0.3354722,1.863588,0.2977242,-0.1917567,1.049263,-0.6195633,324.3954,324.3954,324.3954,0.2973174,1.787429,-0.2306373,-0.6021651,1.889905,-0.4761375,297.7191,297.7191,297.7191
0.01864033,1.649233,0.09389636,0.0017398,-0.0048599,0.0024478,13.10887,13.10887,13.10887,-0.09770153,1.819522,0.2440087,1.380903,-0.03118218,-0.5121285,306.7707,306.7707,306.7707,0.2351531,1.856026,-0.1382303,-0.5888705,1.084805,0.4827998,293.0265,293.0265,293.0265
0.01881432,1.648747,0.09414114,0.0038988,-0.0031899,0.0010277,13.49816,13.49816,13.49816,-0.0003654836,1.678719,0.2772759,0.9691976,-0.8660866,0.01933942,335.9344,335.9344,335.9344,0.1864797,1.832416,0.01683868,-0.4797806,0.228716,1.179548,289.5838,289.5838,289.5838
0.0192042,1.648428,0.09424391,-0.0036276,0.0015999,-0.0001785,13.78502,13.78502,13.78502,-0.1014054,1.756503,0.3000107,-0.396319,0.4295124,0.1494838,309.393,309.393,309.393,0.1825298,1.767017,0.09667922,-0.09201285,-0.2499973,0.7100481,312.9555,312.9555,312.9555
0.01884144,1.648588,0.09422605,-0.0045211,-0.00116,0.0015535,13.45497,13.45497,13.45497,-0.3082981,1.899899,0.3065132,-1.34826,0.8411601,0.04142537,307.0038,307.0038,307.0038,0.2907035,1.873963,-0.06188748,0.7267769,0.6058815,-0.8670563,289.5056,289.5056,289.5056
0.01838933,1.648472,0.09438141,0.0015108,0.00082,-0.0007617,13.6484,13.6484,13.6484,-0.418471,1.876392,0.3137424,-1.092539,0.1121361,0.06184843,345.0601,345.0601,345.0601,0.5226351,1.812953,-0.2985862,1.502405,-0.3406756,-1.584127,354.3594,354.3594,354.3594
0.01854041,1.648554,0.09430523,0.0119988,0.0072199,-0.0065867,13.56023,13.56023,13.56023,-0.2952394,1.866609,0.2892439,0.5546918,0.007914797,-0.1775116,309.5246,309.5246,309.5246,0.4691943,1.702389,-0.3334675,-0.003600091,-0.6500984,-0.671361,357.527,357.527,357.527
0.01974029,1.649276,0.09364656,0.0159962,0.0069099,-0.0075704,13.07763,13.07763,13.07763,-0.070311,1.803181,0.2639064,1.536554,-0.463971,-0.216399,300.5865,300.5865,300.5865,0.3240263,1.803406,-0.144205,-0.8533647,0.4026827,0.9818376,299.6451,299.6451,299.6451
0.02133992,1.649967,0.09288952,-0.0103696,-0.0069799,0.0064084,12.76729,12.76729,12.76729,-0.00248552,1.690096,0.2413345,0.8490545,-0.8185477,-0.2167305,357.1558,357.1558,357.1558,0.2084926,1.745288,0.06810053,-0.8319108,-0.3156107,1.473748,324.3302,324.3302,324.3302
0.02030296,1.649269,0.09353036,-0.0031181,-0.00105,0.0012775,13.27878,13.27878,13.27878,-0.08545606,1.77832,0.2688234,-0.2856948,0.4961097,0.1972786,323.7589,323.7589,323.7589,0.2137948,1.72573,0.03442695,-0.2255635,-0.1803885,0.2584121,326.1569,326.1569,326.1569
0.01999114,1.649164,0.09365812,-0.0006408,0.0090899,-0.0051772,13.32234,13.32234,13.32234,-0.2232553,1.911635,0.2823854,-0.975089,0.9428698,0.08800711,291.6313,291.6313,291.6313,0.3364042,1.824774,-0.1419913,0.77448,0.4921962,-0.9932715,305.2187,305.2187,305.2187
0.01992706,1.650073,0.09314039,0.0101299,-0.0063799,0.0015247,12.57574,12.57574,12.57574,-0.3791291,1.91936,0.2660771,-1.222679,0.2589283,-0.08383495,343.1426,343.1426,343.1426,0.5320241,1.747973,-0.3054885,1.332667,-0.4088203,-1.199116,349.7801,349.7801,349.7801
0.02094005,1.649435,0.09329287,0.0091156,0.00417,-0.0045401,13.37154,13.37154,13.37154,-0.3385365,1.889102,0.2510613,-0.01620247,-0.04088453,-0.186948,326.5638,326.5638,326.5638,0.5217794,1.63692,-0.3278796,0.3404877,-0.8222003,-0.4971331,350.9155,350.9155,350.9155
0.02185162,1.649852,0.09283886,-0.0022894,0.0047099,-0.0022648,12.81736,12.81736,12.81736,-0.1397286,1.87451,0.2187176,1.240972,-0.1408728,-0.1948397,289.2471,289.2471,289.2471,0.4941693,1.549872,-0.2111874,-0.04754719,-0.8784636,0.5966314,310.64,310.64,310.64
0.02162267,1.650323,0.09261237,-0.0096388,-0.00183,0.003287,12.48347,12.48347,12.48347,0.01857529,1.755456,0.2173162,1.302786,-0.829348,-0.05121317,327.6554,327.6554,327.6554,0.4757923,1.327908,-0.09946732,-0.1389194,-1.767011,0.8393992,346.897,346.897,346.897
