HeadPos.x, HeadPos.y, HeadPos.z, HeadVel.x, HeadVel.y, HeadVel.z, HeadRot.x, HeadRot.y, HeadRot.z,LeftPos.x, LeftPos.y, LeftPos.z, LeftVel.x, LeftVel.y, LeftVel.z, LeftRot.x, LeftRot.y, LeftRot.z,RightPos.x, RightPos.y, RightPos.z, RightVel.x, RightVel.y, RightVel.z, RightRot.x, RightRot.y, RightRot.z
-0.1016132 ,1.648303, -0.1516942, -0.002852489, 0.0006752914, -0.01671048, 4.892626, 4.892626, 4.892626,-0.1620061 ,0.8294914, 0.03873332, -0.04479644, -0.0434649, -0.07911309, 74.48187, 74.48187, 74.48187,0.111487 ,0.7785331, -0.2379297, -0.001838802, -0.001035205, -0.01172464, 60.30682, 60.30682, 60.30682
-0.1018732 ,1.648678, -0.1542479, 0.000226839, 0.005692001, -0.02517968, 4.808871, 4.808871, 4.808871,-0.1606783 ,0.8245537, 0.04052248, 0.02583835, -0.01776577, -0.01104181, 81.11301, 81.11301, 81.11301,0.1125814 ,0.7778406, -0.2383554, 0.006206533, -0.0004546798, 0.00199259, 60.06298, 60.06298, 60.06298
-0.1007254 ,1.64892, -0.1575579, 0.01189611, 0.005606797, -0.0361787, 4.160875, 4.160875, 4.160875,-0.1214492 ,0.877803, 0.08301981, 0.2940131, 0.36141, 0.2869501, 63.59694, 63.59694, 63.59694,0.1116336 ,0.7810022, -0.2386599, -0.00523768, -0.004165373, -0.003758514, 60.04956, 60.04956, 60.04956
-0.1008808 ,1.647914, -0.1596392, -0.001240182, -0.0116483, -0.01953238, 4.501105, 4.501105, 4.501105,-0.03448281 ,1.036718, 0.1637778, 0.5780803, 1.119423, 0.5954095, 30.49136, 30.49136, 30.49136,0.1108561 ,0.7790182, -0.2402821, -0.005653746, -0.002649174, -0.004359933, 60.24276, 60.24276, 60.24276
-0.1063767 ,1.646688, -0.1611183, -0.04944684, -0.00880143, -0.003732679, 5.467275, 5.467275, 5.467275,0.01372602 ,1.289458, 0.2678249, 0.4352007, 1.827543, 0.7611398, 357.1697, 357.1697, 357.1697,0.113876 ,0.7762499, -0.2371572, 0.01750145, 0.008530575, 0.0432226, 59.73697, 59.73697, 59.73697
-0.1132527 ,1.645289, -0.1644877, -0.06081187, -0.01213585, -0.01776084, 6.251311, 6.251311, 6.251311,0.04040515 ,1.449051, 0.303389, 0.321153, 1.553944, 0.4768623, 355.8767, 355.8767, 355.8767,0.1141119 ,0.7815394, -0.2277859, 0.003963207, 0.02924573, 0.0755998, 58.98426, 58.98426, 58.98426
-0.1172406 ,1.645924, -0.1679378, -0.04167404, 0.005683971, -0.02999392, 5.784481, 5.784481, 5.784481,0.06100946 ,1.522794, 0.3257279, 0.2507587, 1.1205, 0.344191, 355.577, 355.577, 355.577,0.1148571 ,0.7880843, -0.2252507, 0.01568145, 0.02846359, 0.01929331, 58.38076, 58.38076, 58.38076
-0.1180845 ,1.647426, -0.171708, -0.006173599, 0.01355879, -0.04669673, 5.177655, 5.177655, 5.177655,0.06710023 ,1.578123, 0.3352402, 0.1172128, 0.6638538, 0.1522894, 353.4135, 353.4135, 353.4135,0.1184353 ,0.7868954, -0.2313438, 0.01621016, 0.0151851, -0.04171265, 58.19409, 58.19409, 58.19409
-0.1173378 ,1.647285, -0.1752283, 0.009148465, -0.0006117902, -0.05148451, 5.156215, 5.156215, 5.156215,0.06484114 ,1.59437, 0.329198, 0.01363476, 0.3579394, 0.03068872, 351.8967, 351.8967, 351.8967,0.119701 ,0.7844124, -0.2346648, 0.007357391, -0.003509806, -0.02799243, 58.20571, 58.20571, 58.20571
-0.1154482 ,1.647148, -0.1797394, 0.0178477, -0.003414795, -0.05077708, 5.108649, 5.108649, 5.108649,0.068368 ,1.586948, 0.3215493, 0.04908251, -0.0005918352, -0.05384152, 352.1622, 352.1622, 352.1622,0.1205327 ,0.7847122, -0.2347389, 0.01273878, 0.003295446, 0.006044468, 58.03666, 58.03666, 58.03666
-0.1145324 ,1.645923, -0.1835433, 0.008603934, -0.01373659, -0.03758974, 5.405125, 5.405125, 5.405125,0.06980404 ,1.581714, 0.3178366, 0.02534379, -0.02665458, -0.03368673, 353.2436, 353.2436, 353.2436,0.1223847 ,0.7869983, -0.2321251, 0.01050395, 0.009795863, 0.02147337, 57.54999, 57.54999, 57.54999
-0.1149698 ,1.645748, -0.1854115, -0.002646603, -0.002857778, -0.02771647, 5.46359, 5.46359, 5.46359,0.06955688 ,1.586316, 0.3158665, -0.0002295228, 0.03737099, -0.02464922, 352.9632, 352.9632, 352.9632,0.1232124 ,0.7876142, -0.2309831, 0.006619677, 0.007950458, 0.01213446, 57.26396, 57.26396, 57.26396
-0.1156313 ,1.645842, -0.1873868, -0.005838635, 0.00032223, -0.02639752, 5.224962, 5.224962, 5.224962,0.06968115 ,1.588726, 0.3125329, 0.00367876, 0.0238495, -0.03709816, 352.6742, 352.6742, 352.6742,0.1231011 ,0.7897835, -0.2324524, -0.001410189, 0.006087171, -0.01010398, 57.17123, 57.17123, 57.17123
-0.1166368 ,1.645982, -0.1892438, -0.008598301, 0.002617075, -0.02774508, 5.018548, 5.018548, 5.018548,0.07084744 ,1.589563, 0.3112358, 0.01033158, 0.01320507, -0.0235702, 352.5705, 352.5705, 352.5705,0.1234723 ,0.7878964, -0.2349079, -0.002840434, -0.002509044, -0.01413431, 57.22678, 57.22678, 57.22678
-0.1184442 ,1.645902, -0.1900056, -0.0160874, 0.0007332939, -0.01021109, 4.810318, 4.810318, 4.810318,0.07061466 ,1.590184, 0.3093071, 0.005243185, 0.003432979, -0.02097854, 353.1693, 353.1693, 353.1693,0.1255863 ,0.784529, -0.2345629, 0.001860551, -0.0009723919, 0.006642694, 57.01912, 57.01912, 57.01912
-0.1196794 ,1.645909, -0.1912189, -0.01320564, 0.003277614, -0.01083326, 4.673099, 4.673099, 4.673099,0.07209747 ,1.587667, 0.3063247, 0.01343883, -0.01604123, -0.01831506, 353.0963, 353.0963, 353.0963,0.125773 ,0.7834038, -0.2340442, -0.004887784, -0.001958688, 0.005053213, 56.86514, 56.86514, 56.86514
-0.1201736 ,1.64587, -0.1927323, -0.003466477, 8.286056E-06, -0.01748066, 4.598101, 4.598101, 4.598101,0.07058199 ,1.587211, 0.3066853, -0.007353425, -0.01013757, 0.002748917, 353.0769, 353.0769, 353.0769,0.1234749 ,0.7837058, -0.2355807, -0.01840607, -0.009896215, -0.01050221, 56.96292, 56.96292, 56.96292
-0.1211124 ,1.645999, -0.1926335, -0.008373974, 0.001176002, 0.001004733, 4.786573, 4.786573, 4.786573,0.06771262 ,1.586101, 0.3071883, -0.02280446, -0.006774181, 0.002366115, 353.2808, 353.2808, 353.2808,0.1227152 ,0.7820339, -0.2369035, -0.01096627, -0.006900585, -0.008221879, 57.11255, 57.11255, 57.11255
-0.1229527 ,1.646749, -0.1924951, -0.01620545, 0.00893619, 0.008757736, 4.820774, 4.820774, 4.820774,0.06680012 ,1.583819, 0.3033506, -0.01300643, -0.007736816, -0.01505709, 353.4877, 353.4877, 353.4877,0.1212426 ,0.7843081, -0.2368767, -0.01135818, 0.01042983, 0.002053183, 57.26797, 57.26797, 57.26797
-0.1246511 ,1.647197, -0.1915675, -0.01634614, 0.006970563, 0.01418674, 4.809991, 4.809991, 4.809991,0.06478332 ,1.586473, 0.3025298, -0.01319413, 0.01807059, -0.009491112, 353.1477, 353.1477, 353.1477,0.1210561 ,0.7857388, -0.237328, 0.001271314, -0.001940066, -0.005614609, 57.36416, 57.36416, 57.36416
-0.1242987 ,1.647461, -0.1917267, 0.003652269, 0.003509611, -0.0009619301, 4.694393, 4.694393, 4.694393,0.06298422 ,1.587407, 0.3022512, -0.01391407, 0.00291156, 0.005573239, 353.0286, 353.0286, 353.0286,0.1214608 ,0.7866619, -0.2372155, 0.001169664, 0.007994226, 0.008184963, 57.35956, 57.35956, 57.35956
-0.1227968 ,1.64778, -0.1914256, 0.01511677, 0.001709015, 0.0005242109, 4.824158, 4.824158, 4.824158,0.06019408 ,1.584495, 0.3020914, -0.02632265, -0.02966834, -0.004934844, 353.0129, 353.0129, 353.0129,0.1198801 ,0.788438, -0.2371895, -0.01107673, 0.00163476, 0.002717394, 57.44957, 57.44957, 57.44957
-0.1207126 ,1.646059, -0.1932496, 0.01571339, -0.02497748, -0.009515604, 6.36104, 6.36104, 6.36104,0.04706795 ,1.54154, 0.2665277, -0.09254255, -0.3615431, -0.2763178, 349.2757, 349.2757, 349.2757,0.1188302 ,0.7854036, -0.2366307, -0.005814059, -0.0323767, 0.01074159, 57.57058, 57.57058, 57.57058
-0.1155671 ,1.647152, -0.1989599, 0.04926617, 0.01538982, -0.05182795, 4.61094, 4.61094, 4.61094,0.02559917 ,1.427855, 0.2475214, -0.1908149, -0.9298339, -0.2164766, 352.7518, 352.7518, 352.7518,0.1145017 ,0.7856355, -0.2346497, -0.04662835, -0.01990767, 0.002004296, 57.77695, 57.77695, 57.77695
-0.1100039 ,1.649565, -0.2035939, 0.05422133, 0.02505491, -0.05818877, 3.294723, 3.294723, 3.294723,-0.006368581 ,1.262465, 0.2158969, -0.2319899, -1.285633, -0.2601434, 4.893297, 4.893297, 4.893297,0.1105187 ,0.7798729, -0.2426529, -0.02698396, -0.03588988, -0.06027276, 59.06652, 59.06652, 59.06652
-0.1066211 ,1.65203, -0.202911, 0.02972391, 0.02120709, -0.0117521, 1.585166, 1.585166, 1.585166,-0.0354302 ,1.067569, 0.1679113, -0.2560974, -1.594783, -0.4176543, 30.7781, 30.7781, 30.7781,0.1132543 ,0.7815673, -0.2458381, 0.01712777, -0.005579782, -0.02183173, 59.15093, 59.15093, 59.15093
-0.1056904 ,1.653239, -0.1977803, 0.01034298, 0.01678727, 0.03911609, 0.7615374, 0.7615374, 0.7615374,-0.08010568 ,0.922856, 0.1089635, -0.3780679, -1.464913, -0.523589, 53.93326, 53.93326, 53.93326,0.1151953 ,0.7809612, -0.2454703, 0.009486079, 0.003007941, 0.007019323, 59.12791, 59.12791, 59.12791
-0.1061356 ,1.652649, -0.1904927, -0.003058958, -0.004389472, 0.06897736, 1.214401, 1.214401, 1.214401,-0.1197905 ,0.8493225, 0.06324273, -0.4036276, -0.9972122, -0.4713638, 69.89487, 69.89487, 69.89487,0.1138054 ,0.7765707, -0.2424548, -0.02920774, 0.005561661, 0.03086712, 59.35432, 59.35432, 59.35432
-0.1079198 ,1.650094, -0.1821937, -0.0175326, -0.02750652, 0.09183422, 2.906741, 2.906741, 2.906741,-0.1510158 ,0.8283175, 0.0394452, -0.3487408, -0.4884366, -0.2973787, 78.07545, 78.07545, 78.07545,0.1101886 ,0.7767396, -0.2395091, -0.0278535, 0.0005605197, 0.03468439, 59.51659, 59.51659, 59.51659
-0.1099064 ,1.647096, -0.1746539, -0.01701924, -0.03408631, 0.08193782, 4.777534, 4.777534, 4.777534,-0.1630393 ,0.831153, 0.03048437, -0.1555424, -0.1107272, -0.1634384, 80.00731, 80.00731, 80.00731,0.10825 ,0.7803023, -0.2364529, -0.01750106, 0.01015174, 0.0226993, 59.36787, 59.36787, 59.36787
-0.1095848 ,1.645288, -0.1721302, 0.005424659, -0.02397544, 0.02445588, 5.555767, 5.555767, 5.555767,-0.1652795 ,0.8348078, 0.03993579, -0.0762207, -0.01920475, -0.0005673379, 78.42902, 78.42902, 78.42902,0.1083547 ,0.7800849, -0.2413616, -0.002742629, -0.00734949, -0.04088526, 59.50876, 59.50876, 59.50876
